about,17,0.7058823529411765,DT,VBZ,IN,VBG,PRP$,12,1,0
think,17,0.29411764705882354,VB,PRP,VBP,NN,VBZ,5,1,1
about,13,0.6923076923076923,RB,JJ,IN,NNP,.,9,1,0
seem,23,0.30434782608695654,CC,NNS,VBP,RB,JJ,7,0.8,1
hear,9,0.2222222222222222,PRP,MD,VB,DT,NN,2,1,0
could,26,0.15384615384615385,VBN,PRP,MD,VB,IN,4,0.8,0
someone,24,0.7916666666666666,VBN,IN,NN,IN,DT,19,0.8,1
'look like',18,0.2777777777777778,PRP$,NNS,VBP,NN,VBD,5,0.8,0
about,21,0.19047619047619047,RB,VB,IN,NN,CC,4,1,0
could,10,0.1,START,NNS,MD,VB,DT,1,0.6,1
most,4,0.0,START,START,RBS,NNS,VBP,0,1,1
really,27,0.5555555555555556,VBD,RB,RB,VB,TO,15,1,1
most,10,0.5,VBP,DT,RBS,VBG,NN,5,0.6,0
some,22,0.45454545454545453,NN,IN,DT,JJ,NN,10,0.6,0
may,7,0.2857142857142857,DT,NNS,MD,VB,VBN,2,1,1
somehow,30,0.5666666666666667,CD,CC,RB,NN,RB,17,0.8,0
hear,16,0.125,RB,PRP,VBP,DT,NN,2,0.8,0
like,18,0.8333333333333334,DT,NN,IN,DT,.,15,1,1
about,28,0.2857142857142857,JJ,NNS,IN,DT,NN,8,1,0
really,15,0.6,PRP,VBD,RB,PRP$,NN,9,1,1
understand,12,0.4166666666666667,MD,RB,VB,NNS,TO,5,0.8,0
somewhere,33,0.5454545454545454,CC,VBP,RB,IN,DT,18,0.6,0
like,16,0.5625,WDT,VBD,IN,DT,NN,9,1,1
some,13,0.23076923076923078,VBP,VBN,DT,IN,PRP$,3,0.8,0
some,16,0.5625,NNP,IN,DT,RB,VBD,9,0.6,0
could,11,0.09090909090909091,START,PRP,MD,RB,VB,1,0.8,0
some,33,0.30303030303030304,NN,VBG,DT,IN,DT,10,1,1
'a little',16,0.125,PRP,VBP,DT,NN,CC,2,1,0
like,23,0.17391304347826086,VBD,VBN,IN,PRP,DT,4,1,1
understand,10,0.1,START,PRP,VBP,PRP$,NN,1,0.8,0
most,35,0.5142857142857142,NN,:,JJS,IN,DT,18,1,1
find,15,0.7333333333333333,CC,NN,VBP,CD,RB,11,0.8,0
think,17,0.23529411764705882,TO,RB,VB,IN,NN,4,0.6,0
know,7,0.42857142857142855,VBP,RB,VB,IN,PRP,3,0.8,1
think,24,0.125,VBD,RB,VB,PRP,VBD,3,1,1
may,27,0.07407407407407407,DT,NN,MD,VB,NNP,2,1,1
apparently,12,0.25,:,PRP,RB,VBZ,TO,3,1,1
could,21,0.5238095238095238,IN,PRP,MD,VB,IN,11,0.8,0
find,66,0.3939393939393939,PRP,VBD,VB,PRP,JJ,26,1,1
could,41,0.024390243902439025,START,PRP,MD,VB,VBN,1,1,1
about,27,0.4074074074074074,VB,IN,IN,PRP,'',11,1,0
'a couple',10,0.5,JJ,VBD,DT,IN,NNS,5,1,1
like,17,0.17647058823529413,MD,VB,IN,DT,JJ,3,0.8,1
'a few',18,0.2777777777777778,IN,RB,DT,IN,DT,5,0.8,1
probably,10,0.2,DT,MD,RB,VB,NN,2,1,1
possible,23,0.13043478260869565,VBZ,RB,JJ,IN,PRP,3,1,1
totally,18,0.16666666666666666,PRP,VBP,RB,JJ,IN,3,1,0
really,16,0.1875,PRP,MD,RB,VB,IN,3,0.6,1
about,30,0.26666666666666666,WDT,VBZ,IN,DT,JJ,8,1,1
about,6,0.8333333333333334,JJ,VBG,IN,STOP,STOP,5,1,0
maybe,9,0.5555555555555556,:,CC,RB,PRP,VBZ,5,0.8,1
could,9,0.2222222222222222,DT,NNS,MD,VB,VBN,2,0.8,1
fair,25,0.44,NNP,FW,JJ,JJ,:,11,0.8,0
may,14,0.2857142857142857,NN,WDT,MD,VB,VBN,4,1,1
remember,10,0.1,START,PRP,VBP,DT,JJ,1,0.8,0
really,31,0.5483870967741935,VBD,RB,RB,RB,VB,17,0.8,1
completely,9,0.7777777777777778,CC,VBD,RB,VBN,STOP,7,1,0
know,31,0.0967741935483871,VBP,RB,VB,WRB,RB,3,0.8,1
should,28,0.8214285714285714,NN,IN,MD,VB,PRP$,23,0.8,0
about,13,0.7692307692307693,NNP,NNS,IN,DT,NNS,10,1,0
may,19,0.8421052631578947,WDT,PRP,MD,VB,.,16,1,1
most,15,0.3333333333333333,IN,DT,RBS,RB,VBN,5,1,0
about,16,0.3125,VBP,VBG,RB,VBZ,RB,5,1,0
like,12,0.8333333333333334,JJ,NN,IN,NNP,STOP,10,0.8,1
like,13,0.6923076923076923,JJ,NNS,IN,PRP,CC,9,1,1
basic,9,0.5555555555555556,DT,JJ,JJ,NN,NN,5,0.6,1
about,11,0.18181818181818182,DT,VBZ,IN,DT,NN,2,0.8,0
could,57,0.12280701754385964,NN,CC,MD,VB,VBN,7,1,1
about,20,0.85,VB,VBG,IN,PRP,.,17,0.8,0
should,24,0.16666666666666666,IN,WP,MD,VB,VBN,4,1,0
think,41,0.3902439024390244,JJ,PRP,VBP,PRP$,NN,16,1,1
think,25,0.16,MD,RB,VB,IN,CD,4,0.8,0
know,15,0.2,VBP,RB,VB,WRB,PRP$,3,0.8,1
about,17,0.8235294117647058,PRP,VBZ,IN,NN,NN,14,0.8,0
should,19,0.6842105263157895,IN,NNP,MD,VB,VBN,13,1,0
some,23,0.7391304347826086,MD,VB,DT,NNS,IN,17,0.6,1
know,10,0.4,WRB,PRP,VBP,IN,PRP,4,0.8,1
about,15,0.06666666666666667,START,WRB,RB,WRB,DT,1,0.8,0
find,41,0.8048780487804879,WRB,PRP,VBP,DT,NN,33,0.6,1
about,20,0.3,VBD,VBG,RB,VBG,TO,6,0.8,0
somewhere,14,0.5,VBN,IN,RB,IN,DT,7,0.6,1
about,8,0.5,PRP,VBD,IN,VBG,DT,4,1,0
sometimes,43,0.813953488372093,-LRB-,CC,RB,NNS,-RRB-,35,0.8,0
might,5,0.2,START,PRP,MD,VB,PRP,1,1,1
'a few',9,0.6666666666666666,NN,IN,DT,NNS,STOP,6,1,1
some,16,0.625,NN,IN,DT,NNS,-LRB-,10,0.8,1
most,16,0.1875,RB,VBP,RBS,DT,JJ,3,0.8,1
may,25,0.84,JJ,NNS,MD,VB,VBN,21,1,1
may,7,0.5714285714285714,NN,NNS,MD,VB,NN,4,1,1
imagine,18,0.5,NN,CC,VB,PDT,DT,9,1,0
'sort of',17,0.5294117647058824,VBD,DT,NN,JJ,JJ,9,1,0
'kind of',16,0.25,VBZ,DT,NN,NN,TO,4,0.8,0
expect,12,0.8333333333333334,NN,CC,VBP,NN,STOP,10,1,0
know,14,0.2857142857142857,VBP,RB,VB,WP,VBD,4,0.6,1
probably,16,0.875,-RRB-,VBZ,RB,CD,STOP,14,0.6,1
may,21,0.047619047619047616,START,PRP,MD,VB,DT,1,1,1
know,36,0.6388888888888888,TO,PRP,VBP,FW,VBP,23,1,0
suppose,13,0.07692307692307693,START,PRP,VBP,PRP,MD,1,0.8,1
read,26,0.038461538461538464,START,PRP,VBP,IN,DT,1,0.6,0
know,16,0.25,RB,RB,VB,WP,VBZ,4,0.8,1
about,27,0.8148148148148148,DT,JJ,IN,DT,NN,22,1,0
think,5,0.2,START,PRP,VBP,NNS,IN,1,0.8,1
probably,8,0.125,START,PRP,RB,VBP,CD,1,1,1
about,14,0.5,NNP,VBZ,RB,CD,CD,7,1,1
about,17,0.5882352941176471,PRP,VBD,IN,VBG,JJ,10,1,0
read,25,0.04,START,NNS,VBP,DT,JJ,1,1,0
about,11,0.18181818181818182,CC,VBZ,IN,PRP,:,2,0.6,1
'so far',18,0.2222222222222222,RB,VBN,RB,IN,TO,4,0.8,1
most,32,0.28125,PRP,VBP,JJS,IN,DT,9,0.8,1
like,14,0.21428571428571427,RB,VBP,IN,PRP$,RB,3,1,1
about,21,0.2857142857142857,JJ,NN,IN,DT,NN,6,1,0
think,20,0.45,MD,RB,VB,IN,VBG,9,0.6,1
some,39,0.28205128205128205,RB,RB,DT,JJ,NN,11,0.6,0
'sort of',18,0.6666666666666666,IN,DT,NN,NN,IN,12,0.8,0
really,5,0.8,RB,NN,RB,STOP,STOP,4,1,1
like,9,0.2222222222222222,PRP,MD,VB,TO,VB,2,0.8,0
seem,14,0.2857142857142857,VBZ,RB,VB,RB,JJ,4,1,1
really,8,0.25,VBP,RB,RB,VB,DT,2,1,1
about,24,0.5416666666666666,DT,VBG,IN,VBG,DT,13,1,0
expect,13,0.6923076923076923,PRP,MD,VB,IN,VBN,9,1,0
think,25,0.16,MD,RB,VB,IN,CD,4,1,0
possible,15,0.6,VBD,VBN,JJ,IN,NNS,9,1,0
about,46,0.17391304347826086,DT,NN,IN,DT,CD,8,0.8,1
about,9,0.6666666666666666,NN,IN,IN,NN,.,6,1,1
'a bit',24,0.5,NNS,VBP,DT,IN,NN,12,0.8,1
about,28,0.25,PRP$,NN,IN,PRP,CC,7,1,0
totally,4,0.25,START,PRP,RB,VBP,.,1,1,0
somewhere,17,0.23529411764705882,NNS,VBG,RB,IN,DT,4,1,1
think,19,0.10526315789473684,IN,PRP,VBP,PRP,VBZ,2,1,1
could,13,0.23076923076923078,VBD,NNS,MD,VB,RB,3,0.6,1
believe,31,0.7741935483870968,VBP,NNS,VB,IN,JJ,24,0.6,0
some,7,0.5714285714285714,RB,IN,DT,NN,.,4,0.6,0
like,7,0.2857142857142857,PRP,VBP,IN,DT,JJ,2,0.8,1
some,33,0.7878787878787878,TO,VB,DT,NN,IN,26,0.6,1
some,57,0.5087719298245614,PRP,IN,DT,NNS,-RRB-,29,0.8,1
possible,35,0.7142857142857143,VBD,PRP,JJ,IN,PRP,25,1,0
could,7,0.14285714285714285,START,LS,MD,RB,VB,1,0.6,1
feel,15,0.13333333333333333,IN,PRP,VBP,DT,NN,2,0.8,1
perhaps,20,0.55,PRP,MD,RB,VB,IN,11,1,1
about,25,0.56,PRP,VBD,IN,VBG,PDT,14,1,0
really,19,0.7368421052631579,VBD,RB,RB,VB,IN,14,1,1
feel,66,0.9545454545454546,VB,PRP,VB,JJ,.,63,1,0
think,23,0.043478260869565216,START,LS,VB,DT,JJ,1,1,1
about,31,0.1935483870967742,VBD,VBG,IN,JJ,NN,6,1,0
probably,11,0.18181818181818182,IN,PRP,RB,VBZ,RB,2,1,1
really,32,0.375,VBZ,RB,RB,JJ,CC,12,0.8,1
maybe,7,0.0,START,START,RB,NNS,JJ,0,0.8,1
'a few',11,0.36363636363636365,VB,IN,DT,JJR,IN,4,1,1
some,15,0.13333333333333333,NN,VBZ,DT,NN,NNS,2,1,1
think,14,0.07142857142857142,START,PRP,VBP,NNP,MD,1,1,1
basically,71,0.5915492957746479,JJ,NNS,RB,VBP,RP,42,1,1
think,13,0.23076923076923078,VBP,RB,VB,IN,NN,3,1,1
like,12,0.16666666666666666,PRP,MD,VB,TO,VB,2,1,0
feel,21,0.6190476190476191,PRP,RB,VBP,IN,PRP,13,0.6,0
sure,21,0.47619047619047616,TO,VB,JJ,IN,DT,10,0.6,0
know,32,0.0625,FW,FW,VBP,WP,PRP$,2,0.8,1
'pretty much',22,0.18181818181818182,NN,VBZ,RB,DT,JJ,4,1,1
think,13,0.07692307692307693,START,PRP,VBP,PRP,VBZ,1,1,1
'sort of',17,0.23529411764705882,VBZ,DT,NN,NN,IN,4,0.8,1
may,16,0.1875,JJ,NNS,MD,VB,NN,3,0.8,1
really,16,0.1875,VBP,RB,RB,VB,WP,3,0.6,0
'a bit',18,0.5,MD,VB,DT,VBN,RB,9,1,1
'a little',11,0.5454545454545454,NNS,VBP,DT,RBR,JJ,6,1,1
about,16,0.75,IN,NNP,IN,CD,NNS,12,1,1
most,30,0.13333333333333333,RB,VB,RBS,NNS,VBP,4,0.8,1
like,4,0.5,IN,NNS,IN,PRP,STOP,2,1,1
could,11,0.7272727272727273,VBP,PRP,MD,RB,VB,8,1,0
'a little',11,0.18181818181818182,PRP,VBD,DT,JJ,NN,2,1,0
seem,23,0.08695652173913043,PRP,VBZ,VB,DT,IN,2,0.8,1
really,30,0.9,VBP,RB,RB,VBN,.,27,1,1
think,14,0.14285714285714285,PRP,VBP,VB,DT,NN,2,1,1
some,16,0.5625,VBZ,RB,DT,JJ,NN,9,0.6,0
some,13,0.23076923076923078,MD,VB,DT,NN,IN,3,0.6,1
like,13,0.46153846153846156,IN,NNS,IN,PRP,MD,6,1,1
think,16,0.0625,START,PRP,VBP,PRP,VB,1,0.8,1
much,5,0.4,PRP,VBP,RB,RB,RB,2,1,0
like,20,0.65,VBZ,NNS,IN,PRP,VBP,13,1,1
should,24,0.375,NNP,NN,MD,VB,PRP,9,0.6,0
some,21,0.2857142857142857,PRP,VB,DT,NN,TO,6,0.6,0
like,6,0.8333333333333334,NNS,VBP,IN,STOP,STOP,5,0.8,1
some,36,0.1388888888888889,VBN,IN,DT,NN,IN,5,0.6,0
think,8,0.125,START,PRP,VBP,PRP,VBP,1,1,1
about,47,0.1276595744680851,VBD,NNS,IN,DT,NN,6,1,0
most,97,0.9690721649484536,JJS,CC,RBS,JJ,NNS,94,0.6,0
like,57,0.9122807017543859,VBD,NN,IN,VBD,JJ,52,1,1
think,26,0.38461538461538464,CC,PRP,VBP,PRP,MD,10,1,1
several,31,0.0967741935483871,NNS,VBD,JJ,CC,DT,3,0.7,1
most,11,0.5454545454545454,VBZ,DT,RBS,JJ,NN,6,0.8,0
may,23,0.4782608695652174,JJ,NN,MD,RB,VB,11,0.8,1
several,46,0.9347826086956522,MD,IN,JJ,NNS,.,43,1,1
about,7,0.5714285714285714,VBD,RB,IN,JJ,NN,4,1,0
about,17,0.17647058823529413,NN,VBD,IN,CD,NNS,3,0.8,1
read,8,0.5,NN,WP$,VB,DT,JJ,4,0.8,0
think,17,0.17647058823529413,NN,PRP,VBP,PRP,VBP,3,1,1
think,11,0.09090909090909091,START,PRP,VBP,PRP,VBD,1,1,1
might,8,0.5,DT,NN,MD,VB,NNP,4,0.8,1
find,14,0.07142857142857142,START,PRP,VBP,PRP,JJ,1,1,1
think,12,0.16666666666666666,PRP,VBP,VB,PRP,MD,2,1,1
like,4,0.25,START,VB,IN,NN,.,1,0.8,1
much,26,0.3076923076923077,CC,VBD,RB,RBR,RB,8,0.6,0
unlikely,23,0.17391304347826086,NNS,VBP,JJ,TO,PRP,4,1,1
should,12,0.8333333333333334,IN,PRP,MD,VB,STOP,10,0.6,0
'in my opinion',9,0.2222222222222222,DT,VBZ,IN,RB,JJ,2,1,1
fair,18,0.2222222222222222,PRP,VBZ,JJ,TO,VB,4,0.8,0
propose,16,0.75,PRP,MD,VB,IN,NNP,12,1,1
about,14,0.5714285714285714,JJ,IN,IN,NN,VBG,8,1,0
hear,30,0.8666666666666667,-RRB-,MD,VB,IN,PRP,26,0.8,0
most,11,0.2727272727272727,VBD,DT,RBS,JJ,NN,3,1,0
